NDVI,GNDVI,NDRE,DryYield
0.68647,0.80209,0.57653,372.8196
0.68647,0.80209,0.57653,408.1658
0.68243,0.79728,0.57076,386.8767
0.68369,0.79656,0.57526,403.8828
0.68421,0.7949,0.58123,385.8972
0.68421,0.7949,0.58123,381.4184
0.68857,0.79719,0.58445,362.0266
0.69406,0.80051,0.58837,410.1573
0.68936,0.79095,0.58129,364.8213
0.68936,0.79095,0.58129,366.5057
0.67416,0.79161,0.57198,362.6445
0.67444,0.78872,0.56775,349.5369
0.67359,0.79111,0.56533,370.8929
0.67359,0.79111,0.56533,350.5918
0.67841,0.79451,0.56677,384.1857
0.67495,0.78885,0.56647,334.9281
0.67808,0.79934,0.56805,381.5818
0.67808,0.79934,0.56805,325.2038
0.67881,0.79628,0.57006,319.2034
0.6776,0.78691,0.57029,333.3919
0.67652,0.78653,0.57481,413.7132
0.67652,0.78653,0.57481,424.3835
0.67737,0.78978,0.57128,363.8825
0.68704,0.79475,0.56463,338.989
0.6803,0.78887,0.57491,305.6276
0.66501,0.77437,0.55298,433.6583
0.66387,0.78037,0.55231,419.3667
0.66331,0.78672,0.55219,384.5326
0.65003,0.77282,0.54557,373.4102
0.65003,0.77282,0.54557,362.7231
0.64703,0.7761,0.54474,421.1976
0.64999,0.77332,0.53741,393.7506
0.64439,0.77235,0.5357,380.7903
0.64439,0.77235,0.5357,381.9803
0.65127,0.7769,0.53778,398.2027
0.64992,0.77211,0.54067,381.335
0.64775,0.76987,0.54743,393.7117
0.64775,0.76987,0.54743,370.3975
0.65653,0.77987,0.55476,356.8854
0.65471,0.77354,0.54517,404.8872
0.66194,0.77705,0.5467,406.3204
0.66194,0.77705,0.5467,419.3899
0.66209,0.77628,0.55367,381.8435
0.66137,0.77622,0.55447,386.6946
0.65773,0.77765,0.55096,423.5648
0.66481,0.78646,0.55061,410.7498
0.66481,0.78646,0.55061,370.4283
0.66223,0.77655,0.56213,391.6871
0.65994,0.78531,0.55544,451.4889
0.6648,0.78561,0.56135,453.4914
0.6648,0.78561,0.56135,389.1314
0.66372,0.78179,0.56682,447.6207
0.66338,0.78766,0.56847,472.1491
0.66714,0.78007,0.56559,399.9406
0.66714,0.78007,0.56559,449.8258
0.67266,0.78865,0.56831,396.6234
0.665,0.78712,0.57034,414.3592
0.66956,0.78771,0.56114,414.3288
0.66956,0.78771,0.56114,412.4247
0.67391,0.79605,0.56366,407.6955
0.68037,0.78485,0.57128,409.5987
0.68665,0.79117,0.57974,478.5728
0.68665,0.79117,0.57974,450.7065
0.68826,0.79706,0.58238,360.5248
0.69223,0.79383,0.58113,405.7223
0.68452,0.79579,0.577,417.1328
0.68452,0.79579,0.577,400.911
0.67649,0.78559,0.57267,410.4733
0.68155,0.78425,0.57521,439.5843
0.68455,0.79531,0.5767,455.5958
0.68455,0.79531,0.5767,461.4778
0.68957,0.79078,0.58172,408.8352
0.68582,0.78759,0.57699,443.2539
0.68427,0.78993,0.57668,438.878
0.68427,0.78993,0.57668,410.9878
0.67554,0.78363,0.57376,436.8604
0.67278,0.78199,0.57011,436.458
0.67963,0.78262,0.57121,437.2228
0.67963,0.78262,0.57121,405.0284
0.68654,0.77934,0.57937,421.6828
0.68114,0.78312,0.57374,404.2137
0.68711,0.79683,0.57756,359.0326
0.68711,0.79683,0.57756,426.5485
0.68866,0.79759,0.57895,405.3797
0.67639,0.79176,0.56808,373.3561
0.68126,0.78826,0.57303,441.5858
0.68247,0.79108,0.58299,418.5691
0.68247,0.79108,0.58299,411.3115
0.67551,0.78571,0.57729,313.7291
0.64942,0.77218,0.5483,297.4604
0.65733,0.77938,0.54771,373.2414
0.68004,0.78559,0.56346,428.7804
0.69571,0.79593,0.58164,609.2047
0.69571,0.79593,0.58164,598.1292
0.69521,0.78894,0.57811,409.4754
0.68626,0.79469,0.5761,363.8677
0.68709,0.78834,0.57307,367.658
0.68703,0.79424,0.57834,357.1359
0.68395,0.78478,0.56242,420.1442
0.67989,0.78002,0.56308,406.4613
0.66963,0.78744,0.56273,359.536
0.66963,0.78744,0.56273,389.7597
0.66892,0.78846,0.55778,474.1865
0.67713,0.79646,0.57308,442.7213
0.68647,0.80209,0.57653,386.3639
0.68647,0.80209,0.57653,422.9007
0.68243,0.79728,0.57076,420.9771
0.68369,0.79656,0.57526,457.3919
0.68421,0.7949,0.58123,398.2213
0.68421,0.7949,0.58123,385.9416
0.68857,0.79719,0.58445,432.6245
0.69406,0.80051,0.58837,406.9077
0.68936,0.79095,0.58129,458.2836
0.68936,0.79095,0.58129,433.457
0.67416,0.79161,0.57198,385.5459
0.67444,0.78872,0.56775,376.0142
0.67359,0.79111,0.56533,380.7183
0.67359,0.79111,0.56533,419.4508
0.67841,0.79451,0.56677,459.4535
0.67495,0.78885,0.56647,392.9811
0.67808,0.79934,0.56805,397.6599
0.67808,0.79934,0.56805,418.1965
0.67881,0.79628,0.57006,395.9414
0.6776,0.78691,0.57029,398.769
0.67652,0.78653,0.57481,403.0904
0.67737,0.78978,0.57128,470.5027
0.67737,0.78978,0.57128,449.2701
0.68704,0.79475,0.56463,376.9938
0.6803,0.78887,0.57491,303.8817
0.68296,0.7825,0.57098,230.0311
0.65993,0.77969,0.55124,507.8285
0.65713,0.77892,0.54972,334.3214
0.6526,0.78552,0.54301,322.8861
0.64692,0.77764,0.5378,354.7793
0.64692,0.77764,0.5378,363.9013
0.64193,0.77353,0.54305,383.447
0.64183,0.77238,0.53765,348.9347
0.64007,0.7741,0.53496,373.6882
0.64007,0.7741,0.53496,336.6674
0.63806,0.77043,0.533,355.312
0.64276,0.76809,0.53644,353.9383
0.64812,0.77321,0.54397,364.4245
0.64812,0.77321,0.54397,365.6996
0.65011,0.77535,0.54301,363.151
0.65415,0.77664,0.5422,358.7457
0.65459,0.77256,0.5416,383.0208
0.65459,0.77256,0.5416,331.4595
0.652,0.77537,0.54467,371.3643
0.65367,0.77102,0.54728,356.6152
0.65952,0.77579,0.54862,362.5223
0.66181,0.78258,0.54745,373.5965
0.66181,0.78258,0.54745,343.1789
0.65239,0.77489,0.54735,393.0277
0.65438,0.7827,0.54289,361.2182
0.6614,0.78695,0.55891,394.8845
0.6614,0.78695,0.55891,418.6574
0.65807,0.78021,0.55656,407.0915
0.66129,0.78576,0.56018,434.9511
0.66839,0.78789,0.56302,362.5379
0.66839,0.78789,0.56302,382.9052
0.67171,0.78629,0.56887,414.2149
0.66872,0.795,0.56808,420.4098
0.66817,0.79075,0.55883,393.1576
0.66817,0.79075,0.55883,356.9668
0.66788,0.78891,0.56137,384.0642
0.6763,0.78855,0.56676,408.7053
0.67828,0.78932,0.57096,405.3278
0.67828,0.78932,0.57096,402.4348
0.685,0.78968,0.57829,389.2994
0.69223,0.79383,0.58113,372.4547
0.68452,0.79579,0.577,412.3536
0.68452,0.79579,0.577,393.1689
0.67649,0.78559,0.57267,388.3488
0.68155,0.78425,0.57521,398.3352
0.68455,0.79531,0.5767,385.8452
0.68455,0.79531,0.5767,372.9513
0.68957,0.79078,0.58172,397.0416
0.68582,0.78759,0.57699,416.3105
0.68427,0.78993,0.57668,364.9096
0.68427,0.78993,0.57668,410.7537
0.67554,0.78363,0.57376,369.8001
0.67278,0.78199,0.57011,407.5521
0.67963,0.78262,0.57121,426.3797
0.67963,0.78262,0.57121,403.5199
0.68654,0.77934,0.57937,370.9573
0.68114,0.78312,0.57374,416.9607
0.68711,0.79683,0.57756,435.7617
0.68711,0.79683,0.57756,402.5611
0.68866,0.79759,0.57895,419.6373
0.67639,0.79176,0.56808,410.1881
0.68126,0.78826,0.57303,350.2765
0.68247,0.79108,0.58299,401.441
0.68247,0.79108,0.58299,309.0105
0.67551,0.78571,0.57729,311.8504
0.64942,0.77218,0.5483,245.6169
0.65733,0.77938,0.54771,390.7428
0.68004,0.78559,0.56346,404.3783
0.69571,0.79593,0.58164,535.8746
0.69571,0.79593,0.58164,613.538
0.69521,0.78894,0.57811,407.1743
0.68626,0.79469,0.5761,396.0304
0.68709,0.78834,0.57307,399.6337
0.68709,0.78834,0.57307,402.7405
0.6823,0.78984,0.56989,414.6133
0.68208,0.78825,0.57077,411.9384
0.67969,0.78375,0.57645,430.3953
0.67969,0.78375,0.57645,403.4775
0.67599,0.78525,0.57358,423.7249
0.67911,0.79405,0.57554,433.1696
0.68412,0.79929,0.57829,413.2027
0.68412,0.79929,0.57829,424.022
0.68241,0.79388,0.57091,443.04
0.68957,0.79605,0.58054,403.1545
0.68875,0.79944,0.58853,421.8618
0.68875,0.79944,0.58853,401.3532
0.67827,0.79348,0.57777,401.1695
0.6837,0.79223,0.57951,400.214
0.68591,0.7866,0.57596,356.5797
0.68591,0.7866,0.57596,433.7397
0.68179,0.78681,0.57461,408.0704
0.6808,0.79448,0.57624,378.8521
0.67584,0.79359,0.57179,409.505
0.67584,0.79359,0.57179,390.0471
0.6713,0.78497,0.56388,369.5339
0.6733,0.78802,0.56008,424.6652
0.67899,0.79112,0.56665,403.9078
0.67899,0.79112,0.56665,374.2624
0.67082,0.78645,0.56153,387.9643
0.67372,0.78815,0.56457,363.561
0.67708,0.7868,0.56791,433.8958
0.67581,0.78776,0.564,484.4264
0.67581,0.78776,0.564,420.8497
0.68555,0.79048,0.55336,496.7216
0.68207,0.78711,0.57086,376.4799
0.66381,0.78979,0.56775,588.559
0.64098,0.77634,0.54611,395.3113
0.63493,0.77594,0.5355,363.9262
0.64692,0.77764,0.5378,368.2583
0.64692,0.77764,0.5378,398.0796
0.64193,0.77353,0.54305,408.3729
0.64183,0.77238,0.53765,391.0509
0.64007,0.7741,0.53496,353.6136
0.64007,0.7741,0.53496,353.0302
0.63806,0.77043,0.533,504.4026
0.64276,0.76809,0.53644,379.1921
0.64812,0.77321,0.54397,328.0878
0.64812,0.77321,0.54397,395.6041
0.65011,0.77535,0.54301,392.8765
0.65415,0.77664,0.5422,369.1254
0.65459,0.77256,0.5416,383.7527
0.65459,0.77256,0.5416,394.9387
0.652,0.77537,0.54467,398.3882
0.65367,0.77102,0.54728,376.9007
0.65952,0.77579,0.54862,373.7963
0.66181,0.78258,0.54745,417.1336
0.66181,0.78258,0.54745,399.2355
0.65239,0.77489,0.54735,395.8826
0.65438,0.7827,0.54289,377.44
0.6614,0.78695,0.55891,393.8004
0.6614,0.78695,0.55891,423.5031
0.65807,0.78021,0.55656,512.5538
0.66129,0.78576,0.56018,426.5976
0.66839,0.78789,0.56302,466.5293
0.66839,0.78789,0.56302,382.2291
0.67171,0.78629,0.56887,406.0373
0.66872,0.795,0.56808,388.7278
0.66817,0.79075,0.55883,396.6442
0.66817,0.79075,0.55883,423.2027
0.66788,0.78891,0.56137,412.8602
0.6763,0.78855,0.56676,394.4362
0.67828,0.78932,0.57096,470.1631
0.67828,0.78932,0.57096,439.2985
0.685,0.78968,0.57829,399.3201
0.69012,0.79726,0.57903,388.5784
0.68091,0.79112,0.5742,410.8627
0.68091,0.79112,0.5742,436.8914
0.67631,0.78911,0.57245,414.4509
0.67724,0.78671,0.56869,384.2245
0.67828,0.79819,0.57056,417.9642
0.67828,0.79819,0.57056,444.2452
0.67481,0.78892,0.57117,376.743
0.6777,0.79087,0.5662,388.4929
0.67604,0.79049,0.57212,407.5095
0.67604,0.79049,0.57212,415.9324
0.67347,0.78779,0.57289,381.2595
0.67124,0.78488,0.56878,379.2564
0.67255,0.78892,0.56755,424.977
0.67255,0.78892,0.56755,411.8903
0.67532,0.78547,0.57157,422.1376
0.67864,0.79032,0.57287,438.2138
0.68679,0.80139,0.57542,401.6792
0.68679,0.80139,0.57542,464.2339
0.68363,0.79098,0.5726,398.704
0.67499,0.78434,0.56517,403.6211
0.67645,0.79319,0.56585,383.973
0.67664,0.79246,0.57404,406.1326
0.67664,0.79246,0.57404,387.4552
0.67356,0.78753,0.572,307.8455
0.65083,0.7786,0.54431,388.6976
0.65083,0.7786,0.54431,288.9608
0.65055,0.77885,0.54676,414.1494
0.66925,0.77216,0.56576,402.4115
0.69743,0.79584,0.58327,530.9951
0.69743,0.79584,0.58327,595.7643
0.68954,0.79238,0.57432,442.3462
0.68081,0.79009,0.57154,388.6063
0.67444,0.78819,0.56531,384.1514
0.67444,0.78819,0.56531,372.655
0.681,0.79131,0.56589,410.5425
0.67728,0.78656,0.56589,419.4088
0.67893,0.79875,0.57203,401.2573
0.67893,0.79875,0.57203,397.2634
0.67558,0.7965,0.56785,409.0091
0.67858,0.78992,0.57196,435.2878
0.68183,0.79729,0.57949,383.9218
0.68183,0.79729,0.57949,428.7314
0.67715,0.79397,0.573,419.8721
0.68764,0.79625,0.57809,409.6323
0.68015,0.79779,0.57616,400.8924
0.68015,0.79779,0.57616,417.5936
0.67545,0.79282,0.56802,402.2875
0.67928,0.7907,0.574,400.4508
0.68051,0.79958,0.57091,426.9603
0.68051,0.79958,0.57091,453.4365
0.67557,0.79013,0.56741,413.1316
0.6761,0.7956,0.56865,413.9959
0.66602,0.78972,0.56479,389.75
0.66602,0.78972,0.56479,361.089
0.65949,0.77512,0.55964,395.3246
0.66146,0.78517,0.55296,399.7243
0.67075,0.78916,0.56214,435.0839
0.67075,0.78916,0.56214,386.32
0.66611,0.78104,0.55567,379.0684
0.66844,0.79273,0.55741,418.7728
0.66489,0.78966,0.55678,417.2163
0.66059,0.78582,0.55667,401.8309
0.66059,0.78582,0.55667,399.8018
0.66865,0.78686,0.54867,355.0024
0.67372,0.78466,0.56378,247.3367
0.68328,0.78035,0.56147,331.5282
0.66381,0.78979,0.56775,325.2839
0.64098,0.77634,0.54611,206.6415
0.63493,0.77594,0.5355,297.3277
0.63472,0.77081,0.53344,302.6777
0.63472,0.77081,0.53344,317.6006
0.62874,0.76897,0.54087,322.0105
0.62725,0.76741,0.52714,374.7385
0.61974,0.76248,0.52044,371.9061
0.61974,0.76248,0.52044,356.4311
0.62178,0.76324,0.52561,357.7741
0.62971,0.77025,0.53117,330.0988
0.62976,0.7728,0.53118,361.2147
0.62976,0.7728,0.53118,361.6159
0.63495,0.76921,0.53068,346.524
0.63662,0.77632,0.53115,374.004
0.64001,0.77371,0.5324,339.1478
0.64001,0.77371,0.5324,346.2605
0.64078,0.774,0.54421,381.4052
0.64018,0.77682,0.54628,359.2082
0.65424,0.77831,0.55491,349.1012
0.6563,0.77899,0.55232,400.4076
0.6563,0.77899,0.55232,387.1328
0.64296,0.77596,0.54308,386.0439
0.648,0.78095,0.548,396.4422
0.64927,0.77914,0.55609,358.1997
0.64927,0.77914,0.55609,395.3135
0.64962,0.77715,0.54967,415.6789
0.64438,0.77946,0.5528,406.651
0.65444,0.78603,0.55852,388.8712
0.65444,0.78603,0.55852,381.264
0.66081,0.78646,0.56452,392.4913
0.66019,0.79389,0.56206,395.6997
0.66095,0.7899,0.56015,393.8051
0.66095,0.7899,0.56015,411.9706
0.66451,0.78887,0.56621,393.0033
0.66657,0.79789,0.57109,418.1231
0.66963,0.79331,0.57255,414.3028
0.66963,0.79331,0.57255,411.6969
0.68612,0.79748,0.57957,401.2911
0.68366,0.79591,0.58055,371.3949
0.67533,0.7886,0.57637,405.2305
0.67533,0.7886,0.57637,396.8661
0.67181,0.7938,0.57714,409.5041
0.66584,0.78938,0.57411,407.5448
0.66962,0.79637,0.57422,389.9926
0.66962,0.79637,0.57422,382.633
0.66861,0.79271,0.57244,380.5785
0.67394,0.80193,0.57154,413.0448
0.66574,0.79327,0.57386,361.5974
0.66574,0.79327,0.57386,410.4944
0.66898,0.7906,0.57386,430.8975
0.66546,0.78552,0.57282,376.9608
0.66676,0.78407,0.57214,405.6071
0.66676,0.78407,0.57214,418.4626
0.67072,0.79169,0.57939,384.4523
0.67338,0.7984,0.58092,380.7014
0.67461,0.80417,0.57937,407.69
0.67461,0.80417,0.57937,409.3469
0.67417,0.79325,0.57825,416.5709
0.67569,0.79492,0.5825,351.8148
0.67008,0.79298,0.57511,413.0919
0.66162,0.79378,0.56715,404.077
0.66162,0.79378,0.56715,604.09
0.66271,0.79401,0.56963,488.2161
0.65709,0.78663,0.55871,407.2477
0.64743,0.77605,0.55163,397.2661
0.64743,0.77605,0.55163,220.8521
0.65376,0.77723,0.54386,376.3588
0.67141,0.7848,0.56113,320.1115
0.68779,0.79988,0.57961,340.0063
0.68779,0.79988,0.57961,382.5893
0.67833,0.79552,0.57062,445.2906
0.66769,0.7891,0.57448,422.2809
0.65938,0.79105,0.56729,407.8982
0.65938,0.79105,0.56729,438.0003
0.66293,0.79263,0.56498,411.8079
0.65824,0.79094,0.56392,417.3771
0.66629,0.79969,0.57012,398.2761
0.66629,0.79969,0.57012,438.5007
0.66222,0.79617,0.5646,424.2501
0.66993,0.79204,0.56339,411.7206
0.67372,0.79892,0.57506,461.8767
0.67372,0.79892,0.57506,374.6686
0.67259,0.79052,0.57813,401.052
0.67107,0.79198,0.56834,459.2827
0.65854,0.79442,0.56699,427.5142
0.65854,0.79442,0.56699,412.986
0.67159,0.79575,0.57541,423.3716
0.66639,0.78649,0.57052,467.0272
0.66724,0.78666,0.56405,398.1494
0.66724,0.78666,0.56405,401.4258
0.66705,0.78993,0.56163,418.2088
0.65984,0.79321,0.55748,454.7009
0.65772,0.78637,0.56117,438.9442
0.65772,0.78637,0.56117,432.8277
0.65533,0.78208,0.56222,413.0922
0.65274,0.78132,0.55591,419.8245
0.66059,0.78636,0.56201,406.5546
0.66059,0.78636,0.56201,405.5521
0.65936,0.78602,0.55775,399.3252
0.66039,0.79015,0.55728,430.9947
0.65355,0.78425,0.55065,376.5714
0.64921,0.77956,0.55113,380.7641
0.64921,0.77956,0.55113,415.8505
0.65464,0.78165,0.54372,600.3712
0.65561,0.78171,0.55063,486.3251
0.66225,0.78526,0.55158,417.8188
0.66331,0.78051,0.56263,318.203
0.63605,0.77019,0.54304,368.4571
0.63167,0.77254,0.53447,344.2556
0.63267,0.77329,0.52983,417.0104
0.63267,0.77329,0.52983,393.5925
0.62971,0.77639,0.54037,418.8432
0.62475,0.76667,0.52966,407.3374
0.61536,0.76078,0.52135,438.9256
0.61536,0.76078,0.52135,391.9459
0.61967,0.76669,0.52586,363.176
0.62264,0.7732,0.52663,461.4544
0.61772,0.75919,0.52193,336.562
0.61772,0.75919,0.52193,410.6209
0.62214,0.76705,0.52493,387.4107
0.62348,0.7643,0.52554,405.2294
0.63354,0.77473,0.53027,370.885
0.63354,0.77473,0.53027,413.227
0.64095,0.77812,0.54273,394.1063
0.64524,0.78123,0.54335,406.5518
0.64957,0.77444,0.54813,411.2534
0.64447,0.77555,0.54138,347.4966
0.64447,0.77555,0.54138,417.6144
0.63663,0.77827,0.5412,419.0194
0.64679,0.77914,0.55163,415.1253
0.65102,0.78019,0.55309,397.8272
0.65102,0.78019,0.55309,383.0119
0.64097,0.78546,0.54332,401.3415
0.64061,0.782,0.5523,356.4062
0.65187,0.78551,0.55659,391.8747
0.65187,0.78551,0.55659,481.5512
0.65606,0.78499,0.55994,463.8233
0.65791,0.78481,0.56159,439.9543
0.66723,0.79579,0.56494,454.3825
0.66723,0.79579,0.56494,419.6882
0.6715,0.79946,0.57075,429.9047
0.66676,0.79663,0.57075,471.3993
0.6638,0.79205,0.57221,428.1107
0.6638,0.79205,0.57221,420.1301
0.6756,0.79621,0.57629,437.9858
0.67344,0.79582,0.57363,403.9409
0.66648,0.79056,0.5684,427.0492
0.66648,0.79056,0.5684,432.3836
0.66806,0.79265,0.57315,406.3462
0.66583,0.79325,0.57244,366.5585
0.66443,0.79362,0.57019,393.8374
0.66443,0.79362,0.57019,413.1964
0.67524,0.79139,0.57199,438.9473
0.66974,0.79329,0.57154,445.1611
0.6737,0.7947,0.57452,432.3078
0.6737,0.7947,0.57452,441.496
0.6692,0.78973,0.56844,425.8289
0.66328,0.78727,0.56737,369.4397
0.66864,0.78944,0.56931,439.6076
0.66864,0.78944,0.56931,399.5781
0.67731,0.79335,0.57662,432.0219
0.67296,0.79927,0.57359,399.2203
0.66609,0.79957,0.57073,398.9631
0.66609,0.79957,0.57073,462.2555
0.66676,0.79194,0.57097,436.2852
0.66922,0.79633,0.57522,451.9109
0.66686,0.78673,0.56886,431.6385
0.65487,0.78881,0.56428,462.8784
0.65487,0.78881,0.56428,657.1433
0.65483,0.78245,0.56596,647.6129
0.65841,0.78709,0.55454,509.1666
0.65078,0.77902,0.55393,383.4983
0.63693,0.77101,0.54434,355.3257
0.6587,0.78897,0.55728,240.6729
0.67974,0.79438,0.57238,305.4462
0.67974,0.79438,0.57238,308.2748
0.67132,0.79203,0.56422,345.3541
0.66535,0.79197,0.56994,391.2525
0.65953,0.791,0.56519,439.1029
0.65953,0.791,0.56519,370.9129
0.65917,0.79532,0.56274,393.5852
0.66173,0.79449,0.56119,397.5736
0.66042,0.79439,0.56649,402.107
0.66042,0.79439,0.56649,398.5173
0.65769,0.7938,0.56436,406.1566
0.6693,0.79763,0.56965,381.9895
0.66892,0.7917,0.56976,404.746
0.66892,0.7917,0.56976,433.919
0.67009,0.79148,0.57229,407.8442
0.66233,0.79426,0.56455,424.6111
0.6577,0.7943,0.56371,433.2807
0.6577,0.7943,0.56371,403.9171
0.66695,0.79861,0.57373,416.6662
0.66347,0.79361,0.56869,428.4071
0.66161,0.7853,0.56358,352.2986
0.66161,0.7853,0.56358,391.8191
0.66724,0.78292,0.55891,385.905
0.6564,0.78702,0.55736,440.6799
0.65706,0.7906,0.56094,405.9124
0.65706,0.7906,0.56094,426.5328
0.65145,0.77935,0.55645,403.472
0.65808,0.79035,0.55436,454.424
0.66497,0.78845,0.55992,394.4816
0.66497,0.78845,0.55992,394.6304
0.66336,0.7915,0.55976,414.7521
0.65829,0.7897,0.55645,423.0974
0.65004,0.78652,0.5487,441.7963
0.6476,0.78123,0.54919,401.2201
0.6476,0.78123,0.54919,371.3189
0.65782,0.78535,0.54648,521.7146
0.65438,0.78292,0.55469,459.5454
0.66253,0.77292,0.55248,343.2635
0.65957,0.78082,0.55917,281.9163
0.63388,0.77546,0.53766,344.7654
0.63359,0.77593,0.53447,388.0131
0.64139,0.77552,0.53744,472.6652
0.64139,0.77552,0.53744,406.2892
0.64273,0.78027,0.54595,420.3247
0.62504,0.77058,0.53015,403.5197
0.61806,0.76308,0.52964,397.6654
0.61806,0.76308,0.52964,403.904
0.62432,0.76983,0.53742,387.3628
0.62464,0.76722,0.53288,376.4399
0.62485,0.76601,0.53317,387.1581
0.62485,0.76601,0.53317,396.8123
0.62463,0.76827,0.53123,394.1258
0.63647,0.76983,0.54075,381.8144
0.64212,0.77647,0.5447,365.181
0.64212,0.77647,0.5447,351.052
0.64159,0.78513,0.54947,432.5869
0.64156,0.78251,0.54776,407.9704
0.63769,0.78171,0.54938,381.4837
0.63758,0.77876,0.54814,399.5922
0.63758,0.77876,0.54814,392.4814
0.64344,0.77883,0.55297,407.6952
0.64866,0.7861,0.5569,391.5701
0.65217,0.79076,0.56079,411.9113
0.65217,0.79076,0.56079,402.2393
0.64507,0.78354,0.55691,392.7288
0.65416,0.78505,0.56386,426.2646
0.66171,0.7934,0.56892,426.6426
0.66171,0.7934,0.56892,416.5626
0.66281,0.79216,0.5682,444.3318
0.66236,0.79333,0.56934,478.8301
0.66761,0.7882,0.57139,426.8791
0.66761,0.7882,0.57139,424.5995
0.67482,0.79452,0.5779,430.9528
0.67503,0.79274,0.57837,411.0319
0.67756,0.7891,0.58034,422.7375
0.67756,0.7891,0.58034,405.8929
0.68274,0.79643,0.58626,422.1983
0.68243,0.79781,0.58303,432.6413
0.67933,0.79644,0.58233,434.6296
0.67933,0.79644,0.58233,395.2297
0.6777,0.79246,0.58655,431.6487
0.6809,0.79381,0.58585,450.3119
0.67553,0.79929,0.58435,502.1197
0.67553,0.79929,0.58435,461.2864
0.68117,0.79641,0.57982,261.167
0.67635,0.79609,0.57607,337.2751
0.67635,0.79609,0.57607,368.0402
0.66844,0.79026,0.57037,367.4732
0.6743,0.79255,0.58092,406.7487
0.67545,0.79629,0.58288,397.3834
0.67545,0.79629,0.58288,398.6555
0.66583,0.79486,0.58281,382.9216
0.66826,0.79951,0.57847,390.9621
0.67376,0.80208,0.57628,399.5341
0.67376,0.80208,0.57628,501.5438
0.67659,0.80042,0.58031,580.8082
0.67879,0.80234,0.58814,399.9237
0.67116,0.79035,0.57704,374.3547
0.67116,0.79035,0.57704,371.4166
0.67746,0.79892,0.58754,385.8991
0.67157,0.79289,0.56232,522.9553
0.64328,0.77155,0.55215,418.1541
0.6751,0.78291,0.56457,374.9624
0.68193,0.79619,0.57727,258.8114
0.68193,0.79619,0.57727,363.7422
0.67324,0.80299,0.57109,364.2555
0.67197,0.79892,0.57654,472.8618
0.66648,0.79537,0.57101,423.2939
0.66648,0.79537,0.57101,424.155
0.6682,0.79462,0.57023,416.9384
0.67098,0.79543,0.57069,386.0125
0.65814,0.79032,0.5689,396.9284
0.65814,0.79032,0.5689,369.8218
0.66407,0.79347,0.56855,379.2927
0.67306,0.79552,0.57705,381.1908
0.66929,0.79204,0.57761,388.45
0.66929,0.79204,0.57761,399.7157
0.67133,0.7901,0.57603,404.8594
0.67132,0.7958,0.57659,361.1828
0.6642,0.79631,0.56978,429.798
0.6642,0.79631,0.56978,400.6746
0.66704,0.7997,0.57605,421.6387
0.66371,0.79126,0.57031,403.667
0.66277,0.79135,0.57147,416.6231
0.66277,0.79135,0.57147,414.3013
0.66085,0.78818,0.56846,411.7425
0.66458,0.79051,0.57066,430.7692
0.67528,0.79964,0.57861,402.2205
0.67528,0.79964,0.57861,417.252
0.65998,0.78826,0.57376,392.0267
0.66487,0.79156,0.572,386.558
0.66676,0.794,0.57542,372.0876
0.66676,0.794,0.57542,397.8586
0.6733,0.7988,0.57241,411.0975
0.67051,0.78814,0.57071,406.478
0.66158,0.78621,0.56478,394.6632
0.66497,0.78574,0.56489,385.2425
0.66497,0.78574,0.56489,496.6129
0.66759,0.79051,0.56413,555.0962
0.66326,0.79026,0.5656,429.9197
0.6778,0.7846,0.56687,362.0127
0.66573,0.79163,0.56497,458.2941
0.65195,0.78004,0.54685,622.4091
0.64065,0.78066,0.53892,448.1875
0.64651,0.77889,0.54248,440.9422
0.64651,0.77889,0.54248,400.6856
0.65237,0.78412,0.55188,360.5351
0.63835,0.77986,0.53482,355.8839
0.62662,0.7688,0.53091,414.702
0.62662,0.7688,0.53091,386.2589
0.63373,0.77374,0.54139,437.0595
0.63715,0.77007,0.53879,437.6234
0.6431,0.77412,0.54249,437.6107
0.6431,0.77412,0.54249,406.4284
0.64902,0.78068,0.54335,451.4821
0.64874,0.77791,0.54531,474.7694
0.65001,0.7845,0.54628,462.8309
0.65816,0.79342,0.55347,463.4205
0.65816,0.79342,0.55347,412.1849
0.6526,0.78938,0.55418,428.1238
0.65026,0.79347,0.55754,445.4802
0.66149,0.78843,0.55849,473.0038
0.66149,0.78843,0.55849,440.2733
0.66069,0.78947,0.56099,458.0149
0.66054,0.79733,0.56313,439.0307
0.65676,0.78693,0.55995,471.3988
0.65676,0.78693,0.55995,440.6681
0.66131,0.78863,0.56602,451.2636
0.67222,0.79878,0.57477,431.6855
0.67349,0.79699,0.57747,460.8224
0.67349,0.79699,0.57747,443.8367
0.67575,0.78723,0.57196,445.5456
0.67437,0.79851,0.57487,430.4612
0.67289,0.79097,0.5715,413.9299
0.67289,0.79097,0.5715,448.3026
0.67803,0.7901,0.57668,413.2053
0.68654,0.79401,0.58346,463.4696
0.68956,0.8011,0.5878,460.9439
0.68956,0.8011,0.5878,448.5784
0.69382,0.79855,0.58913,449.7567
0.69218,0.80404,0.58764,451.922
0.69089,0.80658,0.59318,464.2365
0.69089,0.80658,0.59318,442.3523
0.69514,0.80282,0.5939,481.5609
0.69481,0.8,0.59227,511.7982
0.68539,0.80233,0.58798,435.8199
0.68539,0.80233,0.58798,464.8201
0.6822,0.80362,0.58338,452.9279
